longitude,latitude,altitude,time,tau_cirrus,tau_contrail,rf_sw,rf_lw,width,depth,segment_length,n_ice_per_m,r_ice_vol,location
-6.53,33.072,40837.0,2024-11-10 18:10:00,0.0,0.3701,0.0,10.588,74.0,99.0,0.0,4345000000000.0,1.165e-06,Marrakech_Morocco
-6.449,33.146,40837.0,2024-11-10 18:20:00,0.0,0.2137,0.0,4.697,92.0,100.0,0.0,4436000000000.0,8.53e-07,Marrakech_Morocco
-6.207,33.4,40840.0,2024-11-10 18:50:00,0.0,0.8053,0.0,24.461,60.0,97.0,0.0,4829000000000.0,1.313e-06,Marrakech_Morocco
-6.127,33.474,40840.0,2024-11-10 19:00:00,0.0,0.2192,0.0,4.988,98.0,98.0,0.0,4846000000000.0,8.86e-07,Marrakech_Morocco
16.233,-3.474,40837.0,2024-11-10 17:10:00,0.001,0.9149,0.0,26.853,45.0,99.0,0.0,4232000000000.0,1.308e-06,Kinshasa_DR_Congo
16.635,-3.072,40840.0,2024-11-10 18:00:00,0.0,0.2275,0.0,3.894,70.0,99.0,0.0,3873000000000.0,7.16e-07,Kinshasa_DR_Congo
39.782,-6.25,40833.0,2024-11-10 16:20:00,0.0,0.1853,0.0,4.966,110.0,116.0,0.0,4552000000000.0,9.41e-07,Dar_es_Salaam_Tanzania
39.855,-6.151,40833.0,2024-11-10 16:30:00,0.0,1.5401,0.0,54.498,51.0,104.0,0.0,4826000000000.0,1.544e-06,Dar_es_Salaam_Tanzania
39.938,-6.076,40833.0,2024-11-10 16:40:00,0.0,0.9819,0.0,35.069,68.0,107.0,0.0,4829000000000.0,1.442e-06,Dar_es_Salaam_Tanzania
40.021,-6.0,40837.0,2024-11-10 16:50:00,0.0,0.6388,0.0,22.317,82.0,111.0,0.0,4826000000000.0,1.344e-06,Dar_es_Salaam_Tanzania
40.105,-5.924,40837.0,2024-11-10 17:00:00,0.0,0.3476,0.0,11.381,99.0,114.0,0.0,4802000000000.0,1.21e-06,Dar_es_Salaam_Tanzania
40.176,-5.825,40833.0,2024-11-10 17:10:00,0.0,2.873,0.0,89.593,30.0,101.0,0.0,5064000000000.0,1.623e-06,Dar_es_Salaam_Tanzania
40.26,-5.749,40833.0,2024-11-10 17:20:00,0.0,1.2829,0.0,44.964,60.0,105.0,0.0,5049000000000.0,1.502e-06,Dar_es_Salaam_Tanzania
40.343,-5.673,40837.0,2024-11-10 17:30:00,0.0,0.7142,0.0,24.782,84.0,108.0,0.0,4993000000000.0,1.382e-06,Dar_es_Salaam_Tanzania
40.426,-5.598,40837.0,2024-11-10 17:40:00,0.0,0.3524,0.0,11.367,107.0,111.0,0.0,4935000000000.0,1.23e-06,Dar_es_Salaam_Tanzania
40.51,-5.522,40837.0,2024-11-10 17:50:00,0.0,0.1698,0.0,4.569,131.0,115.0,0.0,4873000000000.0,1e-06,Dar_es_Salaam_Tanzania
40.58,-5.423,40837.0,2024-11-10 18:00:00,0.0,1.7528,0.0,56.633,47.0,102.0,0.0,5080000000000.0,1.555e-06,Dar_es_Salaam_Tanzania
40.664,-5.347,40837.0,2024-11-10 18:10:00,0.0,0.7115,0.0,22.983,86.0,105.0,0.0,5025000000000.0,1.385e-06,Dar_es_Salaam_Tanzania
40.747,-5.271,40837.0,2024-11-10 18:20:00,0.0,0.3091,0.0,8.971,114.0,108.0,0.0,4967000000000.0,1.207e-06,Dar_es_Salaam_Tanzania
40.831,-5.195,40837.0,2024-11-10 18:30:00,0.0,0.1652,0.0,4.001,137.0,111.0,0.0,4919000000000.0,1.006e-06,Dar_es_Salaam_Tanzania
40.914,-5.119,40840.0,2024-11-10 18:40:00,0.0,0.1253,0.0,2.133,156.0,114.0,0.0,4873000000000.0,7e-07,Dar_es_Salaam_Tanzania
40.984,-5.021,40837.0,2024-11-10 18:50:00,0.0,1.2733,0.0,36.996,62.0,102.0,0.0,5134000000000.0,1.507e-06,Dar_es_Salaam_Tanzania
41.068,-4.945,40837.0,2024-11-10 19:00:00,0.0,0.5973,0.0,16.961,96.0,105.0,0.0,5093000000000.0,1.357e-06,Dar_es_Salaam_Tanzania
41.151,-4.868,40840.0,2024-11-10 19:10:00,0.0,0.3494,0.0,9.409,117.0,108.0,0.0,5072000000000.0,1.247e-06,Dar_es_Salaam_Tanzania
41.235,-4.792,40840.0,2024-11-10 19:20:00,0.0,0.2206,0.0,5.544,135.0,111.0,0.0,5046000000000.0,1.142e-06,Dar_es_Salaam_Tanzania
33.202,16.142,40837.0,2024-11-10 16:30:00,0.0,0.5847,0.0,17.998,81.0,103.0,0.0,5197000000000.0,1.287e-06,Khartoum_Sudan
33.278,16.217,40837.0,2024-11-10 16:40:00,0.0,0.1966,0.0,4.926,118.0,106.0,0.0,5148000000000.0,9.76e-07,Khartoum_Sudan
33.527,16.468,40837.0,2024-11-10 17:10:00,0.0,2.2113,0.0,67.586,38.0,100.0,0.0,5344000000000.0,1.527e-06,Khartoum_Sudan
33.604,16.544,40837.0,2024-11-10 17:20:00,0.0,0.4115,0.0,13.015,97.0,104.0,0.0,5294000000000.0,1.226e-06,Khartoum_Sudan
33.681,16.62,40837.0,2024-11-10 17:30:00,0.0,0.1748,0.0,4.352,133.0,107.0,0.0,5241000000000.0,8.96e-07,Khartoum_Sudan
33.93,16.87,40837.0,2024-11-10 18:00:00,0.0,1.3215,0.0,44.377,59.0,101.0,0.0,5445000000000.0,1.461e-06,Khartoum_Sudan
34.007,16.946,40837.0,2024-11-10 18:10:00,0.0,0.3551,0.0,11.364,108.0,104.0,0.0,5394000000000.0,1.206e-06,Khartoum_Sudan
34.084,17.023,40837.0,2024-11-10 18:20:00,0.0,0.1689,0.0,4.393,141.0,108.0,0.0,5344000000000.0,9.23e-07,Khartoum_Sudan
34.332,17.273,40837.0,2024-11-10 18:50:00,0.0,1.0821,0.0,38.031,71.0,102.0,0.0,5585000000000.0,1.444e-06,Khartoum_Sudan
34.41,17.349,40837.0,2024-11-10 19:00:00,0.0,0.3898,0.0,12.962,114.0,105.0,0.0,5536000000000.0,1.243e-06,Khartoum_Sudan
34.487,17.426,40837.0,2024-11-10 19:10:00,0.0,0.1862,0.0,5.411,142.0,109.0,0.0,5487000000000.0,1.045e-06,Khartoum_Sudan
34.564,17.503,40837.0,2024-11-10 19:20:00,0.0,0.1434,0.0,3.166,164.0,112.0,0.0,5436000000000.0,7.68e-07,Khartoum_Sudan
13.654,-8.426,39131.0,2024-11-10 16:10:00,0.3986,0.4169,-16.015,12.104,240.0,152.0,5592.0,2550000000000.0,2.513e-06,Luanda_Angola
13.596,-8.427,39170.0,2024-11-10 16:20:00,0.3572,0.2479,-9.893,9.687,677.0,196.0,5694.0,2375000000000.0,3.432e-06,Luanda_Angola
13.537,-8.427,39216.0,2024-11-10 16:30:00,0.3217,0.2143,-7.392,10.192,1158.0,233.0,5812.0,2248000000000.0,4.307e-06,Luanda_Angola
13.479,-8.428,39259.0,2024-11-10 16:40:00,0.2926,0.2002,-9.462,10.548,1689.0,266.0,5945.0,2124000000000.0,5.195e-06,Luanda_Angola
13.42,-8.427,39301.0,2024-11-10 16:50:00,0.2696,0.1912,-11.473,10.945,2273.0,298.0,6080.0,2002000000000.0,6.09e-06,Luanda_Angola
13.36,-8.427,39341.0,2024-11-10 17:00:00,0.2516,0.1838,0.0,11.218,2909.0,330.0,6215.0,1882000000000.0,6.987e-06,Luanda_Angola
13.301,-8.427,39377.0,2024-11-10 17:10:00,0.2241,0.1766,0.0,11.354,3583.0,362.0,6368.0,1761000000000.0,7.872e-06,Luanda_Angola
13.241,-8.427,39386.0,2024-11-10 17:20:00,0.1997,0.1684,0.0,11.25,4284.0,396.0,6533.0,1641000000000.0,8.677e-06,Luanda_Angola
13.182,-8.426,39373.0,2024-11-10 17:30:00,0.1778,0.1559,0.0,10.714,5008.0,431.0,6709.0,1528000000000.0,9.413e-06,Luanda_Angola
13.122,-8.425,39337.0,2024-11-10 17:40:00,0.1596,0.1384,0.0,8.747,5768.0,467.0,6879.0,1426000000000.0,1.0064e-05,Luanda_Angola
13.063,-8.425,39278.0,2024-11-10 17:50:00,0.1447,0.1303,0.0,8.758,6551.0,506.0,7062.0,1332000000000.0,1.0611e-05,Luanda_Angola
13.005,-8.424,39196.0,2024-11-10 18:00:00,0.133,0.115,0.0,8.203,7357.0,545.0,7260.0,1247000000000.0,1.1018e-05,Luanda_Angola
12.946,-8.422,39101.0,2024-11-10 18:10:00,0.1138,0.0988,0.0,7.447,8199.0,586.0,7475.0,1170000000000.0,1.1075e-05,Luanda_Angola
12.887,-8.422,38999.0,2024-11-10 18:20:00,0.0936,0.0781,0.0,6.118,9052.0,627.0,7694.0,1106000000000.0,1.0517e-05,Luanda_Angola
12.829,-8.421,38901.0,2024-11-10 18:30:00,0.0724,0.0476,0.0,4.366,9900.0,664.0,7931.0,1053000000000.0,9.018e-06,Luanda_Angola
12.771,-8.422,38809.0,2024-11-10 18:40:00,0.05,0.015,0.0,1.109,10765.0,694.0,8173.0,1011000000000.0,5.241e-06,Luanda_Angola
13.698,-8.402,39698.0,2024-11-10 16:10:00,0.3398,0.3308,-14.477,9.034,238.0,130.0,5539.0,3327000000000.0,2.121e-06,Luanda_Angola
13.642,-8.405,39738.0,2024-11-10 16:20:00,0.3056,0.1653,-7.731,6.146,807.0,173.0,5668.0,3077000000000.0,2.903e-06,Luanda_Angola
13.586,-8.407,39780.0,2024-11-10 16:30:00,0.2751,0.1499,-6.098,6.842,1385.0,209.0,5823.0,2902000000000.0,3.652e-06,Luanda_Angola
13.529,-8.409,39826.0,2024-11-10 16:40:00,0.2485,0.1544,-8.244,7.851,1973.0,241.0,6004.0,2740000000000.0,4.391e-06,Luanda_Angola
13.472,-8.411,39869.0,2024-11-10 16:50:00,0.2264,0.158,-12.155,8.755,2565.0,271.0,6216.0,2574000000000.0,5.141e-06,Luanda_Angola
13.415,-8.413,39911.0,2024-11-10 17:00:00,0.2084,0.1547,0.0,9.211,3164.0,301.0,6449.0,2410000000000.0,5.884e-06,Luanda_Angola
13.357,-8.415,39948.0,2024-11-10 17:10:00,0.1832,0.1431,0.0,9.04,3765.0,331.0,6707.0,2246000000000.0,6.579e-06,Luanda_Angola
13.299,-8.417,39964.0,2024-11-10 17:20:00,0.161,0.1363,0.0,8.978,4372.0,361.0,6979.0,2090000000000.0,7.175e-06,Luanda_Angola
13.242,-8.418,39954.0,2024-11-10 17:30:00,0.1411,0.1344,0.0,9.112,4993.0,391.0,7260.0,1946000000000.0,7.685e-06,Luanda_Angola
13.185,-8.42,39925.0,2024-11-10 17:40:00,0.1236,0.1167,0.0,8.436,5625.0,423.0,7551.0,1814000000000.0,8.103e-06,Luanda_Angola
13.127,-8.421,39875.0,2024-11-10 17:50:00,0.109,0.1081,0.0,8.265,6279.0,454.0,7846.0,1697000000000.0,8.417e-06,Luanda_Angola
13.071,-8.422,39806.0,2024-11-10 18:00:00,0.0969,0.099,0.0,7.969,6957.0,486.0,8147.0,1593000000000.0,8.609e-06,Luanda_Angola
13.014,-8.423,39718.0,2024-11-10 18:10:00,0.0837,0.081,0.0,6.799,7663.0,518.0,8451.0,1501000000000.0,8.488e-06,Luanda_Angola
12.957,-8.424,39629.0,2024-11-10 18:20:00,0.0691,0.0612,0.0,5.276,8418.0,549.0,8717.0,1430000000000.0,7.929e-06,Luanda_Angola
12.901,-8.426,39541.0,2024-11-10 18:30:00,0.0533,0.0357,0.0,3.005,9220.0,578.0,8957.0,1375000000000.0,6.576e-06,Luanda_Angola
13.742,-8.376,40266.0,2024-11-10 16:10:00,0.2823,0.6171,-21.843,14.596,143.0,114.0,0.0,4960000000000.0,1.736e-06,Luanda_Angola
13.688,-8.382,40299.0,2024-11-10 16:20:00,0.2552,0.2078,-9.665,6.822,678.0,164.0,5619.0,4199000000000.0,2.325e-06,Luanda_Angola
13.635,-8.386,40335.0,2024-11-10 16:30:00,0.2303,0.1359,-5.977,5.661,1358.0,202.0,5795.0,3945000000000.0,2.977e-06,Luanda_Angola
13.581,-8.391,40374.0,2024-11-10 16:40:00,0.2079,0.1292,-7.969,6.116,2054.0,235.0,5998.0,3721000000000.0,3.624e-06,Luanda_Angola
13.526,-8.395,40413.0,2024-11-10 16:50:00,0.1882,0.1391,-12.344,7.272,2765.0,265.0,6226.0,3508000000000.0,4.274e-06,Luanda_Angola
13.472,-8.399,40449.0,2024-11-10 17:00:00,0.1718,0.1334,0.0,7.63,3492.0,293.0,6478.0,3296000000000.0,4.936e-06,Luanda_Angola
13.417,-8.403,40486.0,2024-11-10 17:10:00,0.1499,0.1212,0.0,7.407,4230.0,321.0,6747.0,3091000000000.0,5.555e-06,Luanda_Angola
13.362,-8.407,40499.0,2024-11-10 17:20:00,0.1305,0.1265,0.0,8.085,4967.0,349.0,7009.0,2903000000000.0,6.066e-06,Luanda_Angola
13.307,-8.41,40489.0,2024-11-10 17:30:00,0.1132,0.1092,0.0,7.251,5704.0,377.0,7266.0,2733000000000.0,6.478e-06,Luanda_Angola
13.253,-8.414,40456.0,2024-11-10 17:40:00,0.0977,0.108,0.0,7.602,6449.0,404.0,7520.0,2581000000000.0,6.788e-06,Luanda_Angola
