longitude,latitude,altitude,time,tau_cirrus,tau_contrail,rf_sw,rf_lw,width,depth,segment_length,n_ice_per_m,r_ice_vol,location
10.216,49.051,38845.0,2024-11-10 18:40:00,0.0,0.0736,0.0,0.78,181.0,105.0,0.0,6661000000000.0,4.86e-07,Zurich_Switzerland
10.314,49.149,38839.0,2024-11-10 18:50:00,0.0,1.3898,0.0,34.283,67.0,99.0,0.0,7090000000000.0,1.42e-06,Zurich_Switzerland
10.39,49.225,38842.0,2024-11-10 19:00:00,0.0,0.6629,0.0,16.496,102.0,101.0,0.0,7018000000000.0,1.304e-06,Zurich_Switzerland
10.466,49.302,38842.0,2024-11-10 19:10:00,0.0,0.4114,0.0,9.936,126.0,103.0,0.0,6953000000000.0,1.221e-06,Zurich_Switzerland
10.543,49.379,38845.0,2024-11-10 19:20:00,0.0,0.2974,0.0,6.941,143.0,105.0,0.0,6892000000000.0,1.16e-06,Zurich_Switzerland
10.627,49.46,34728.0,2024-11-10 19:30:00,0.0,0.9974,0.0,23.46,97.0,111.0,0.0,8042000000000.0,1.381e-06,Zurich_Switzerland
10.67,49.493,34718.0,2024-11-10 19:40:00,0.0,0.1515,0.0,2.534,196.0,141.0,0.0,6688000000000.0,8.53e-07,Zurich_Switzerland
9.327,47.805,32195.0,2024-11-10 15:30:00,0.0,0.8781,-16.516,19.914,110.0,115.0,0.0,9655000000000.0,1.316e-06,Konstanz_Germany
9.402,47.883,33609.0,2024-11-10 15:40:00,0.0,0.2433,-11.242,4.262,375.0,117.0,2164.0,20487000000000.0,8.64e-07,Konstanz_Germany
9.416,47.9,34094.0,2024-11-10 15:40:00,0.0,2.8679,-11.102,60.429,63.0,103.0,0.0,13643000000000.0,1.424e-06,Konstanz_Germany
9.463,47.946,34541.0,2024-11-10 15:50:00,0.0,0.1008,0.0,1.746,728.0,129.0,2162.0,16586000000000.0,8.19e-07,Konstanz_Germany
9.477,47.963,35026.0,2024-11-10 15:50:00,0.0,0.2177,0.0,5.064,462.0,117.0,2082.0,17621000000000.0,1.131e-06,Konstanz_Germany
9.507,47.994,34987.0,2024-11-10 16:00:00,0.0,0.0106,0.0,0.079,946.0,147.0,2187.0,16362000000000.0,3.3e-07,Konstanz_Germany
9.493,47.978,35515.0,2024-11-10 15:50:00,0.0,1.8615,0.0,46.813,93.0,104.0,0.0,11210000000000.0,1.509e-06,Konstanz_Germany
9.521,48.012,35472.0,2024-11-10 16:00:00,0.0,0.0766,0.0,1.514,806.0,135.0,2114.0,13851000000000.0,9.27e-07,Konstanz_Germany
9.536,48.028,35961.0,2024-11-10 16:00:00,0.0,0.0918,0.0,1.886,732.0,124.0,1975.0,15004000000000.0,9.56e-07,Konstanz_Germany
9.552,48.042,36447.0,2024-11-10 16:00:00,0.0,0.2578,0.0,6.084,328.0,114.0,2027.0,14994000000000.0,1.127e-06,Konstanz_Germany
9.578,48.077,36407.0,2024-11-10 16:10:00,0.0,0.0396,0.0,0.398,612.0,137.0,1918.0,15524000000000.0,4.43e-07,Konstanz_Germany
9.569,48.056,36936.0,2024-11-10 16:00:00,0.0,1.4995,0.0,39.742,94.0,105.0,0.0,9168000000000.0,1.506e-06,Konstanz_Germany
9.645,48.13,38360.0,2024-11-10 16:10:00,0.0,0.1235,0.0,1.761,211.0,105.0,0.0,7203000000000.0,6.43e-07,Konstanz_Germany
9.818,48.302,38839.0,2024-11-10 16:30:00,0.0,0.4975,0.0,12.166,110.0,100.0,0.0,7065000000000.0,1.233e-06,Konstanz_Germany
9.894,48.378,38835.0,2024-11-10 16:40:00,0.0,0.1964,0.0,3.831,158.0,102.0,0.0,6945000000000.0,9.26e-07,Konstanz_Germany
10.143,48.628,38839.0,2024-11-10 17:10:00,0.0,2.509,0.0,57.512,43.0,99.0,0.0,7208000000000.0,1.493e-06,Konstanz_Germany
10.22,48.704,38839.0,2024-11-10 17:20:00,0.0,0.4653,0.0,11.264,115.0,101.0,0.0,7095000000000.0,1.226e-06,Konstanz_Germany
10.296,48.781,38839.0,2024-11-10 17:30:00,0.0,0.2098,0.0,4.387,154.0,102.0,0.0,6986000000000.0,1.01e-06,Konstanz_Germany
10.373,48.858,38839.0,2024-11-10 17:40:00,0.0,0.1657,0.0,2.721,180.0,104.0,0.0,6887000000000.0,7.72e-07,Konstanz_Germany
10.449,48.935,38842.0,2024-11-10 17:50:00,0.0,0.0003,0.0,0.001,201.0,106.0,0.0,6792000000000.0,1.1e-07,Konstanz_Germany
10.545,49.03,38839.0,2024-11-10 18:00:00,0.0,1.7553,0.0,42.93,60.0,99.0,0.0,7271000000000.0,1.469e-06,Konstanz_Germany
10.622,49.107,38839.0,2024-11-10 18:10:00,0.0,0.6914,0.0,17.455,107.0,101.0,0.0,7185000000000.0,1.327e-06,Konstanz_Germany
10.698,49.184,38842.0,2024-11-10 18:20:00,0.0,0.4113,0.0,10.065,136.0,103.0,0.0,7105000000000.0,1.237e-06,Konstanz_Germany
10.775,49.262,38842.0,2024-11-10 18:30:00,0.0,0.2931,0.0,6.93,156.0,105.0,0.0,7031000000000.0,1.176e-06,Konstanz_Germany
10.851,49.339,38845.0,2024-11-10 18:40:00,0.0,0.2334,0.0,5.339,169.0,107.0,0.0,6958000000000.0,1.129e-06,Konstanz_Germany
10.948,49.433,38839.0,2024-11-10 18:50:00,0.0,1.874,0.0,46.026,63.0,100.0,0.0,7453000000000.0,1.525e-06,Konstanz_Germany
11.024,49.51,38839.0,2024-11-10 19:00:00,0.0,1.0946,0.0,28.221,96.0,102.0,0.0,7383000000000.0,1.459e-06,Konstanz_Germany
11.101,49.588,38842.0,2024-11-10 19:10:00,0.0,0.7773,0.0,20.155,121.0,104.0,0.0,7305000000000.0,1.41e-06,Konstanz_Germany
11.179,49.666,38842.0,2024-11-10 19:20:00,0.0,0.5909,0.0,15.24,142.0,106.0,0.0,7260000000000.0,1.368e-06,Konstanz_Germany
11.261,49.746,34728.0,2024-11-10 19:30:00,0.0,1.4405,0.0,32.359,86.0,111.0,0.0,9406000000000.0,1.422e-06,Konstanz_Germany
11.304,49.788,34728.0,2024-11-10 19:40:00,0.0,0.0143,0.0,0.083,258.0,141.0,1520.0,10292000000000.0,2.82e-07,Konstanz_Germany
11.316,49.798,32657.0,2024-11-10 19:40:00,0.0,1.2624,0.0,28.012,60.0,140.0,0.0,4884000000000.0,1.51e-06,Konstanz_Germany
12.519,45.674,33615.0,2024-11-10 15:40:00,0.0,0.4255,0.0,7.02,138.0,119.0,2792.0,14045000000000.0,7.32e-07,Venice_Italy
12.553,45.682,34098.0,2024-11-10 15:40:00,0.0,4.5321,0.0,88.573,32.0,103.0,0.0,12451000000000.0,1.372e-06,Venice_Italy
12.525,45.738,34075.0,2024-11-10 15:50:00,0.0,0.4384,0.0,8.832,130.0,147.0,2748.0,12765000000000.0,9.15e-07,Venice_Italy
12.594,45.751,35039.0,2024-11-10 15:50:00,0.0,0.1772,0.0,2.898,282.0,118.0,2749.0,12635000000000.0,6.88e-07,Venice_Italy
12.627,45.76,35518.0,2024-11-10 15:50:00,0.0,0.7829,0.0,21.489,118.0,104.0,0.0,10084000000000.0,1.286e-06,Venice_Italy
12.696,45.836,36942.0,2024-11-10 16:00:00,0.0,0.2521,0.0,7.039,204.0,105.0,0.0,7532000000000.0,1.193e-06,Venice_Italy
12.716,45.899,37884.0,2024-11-10 16:10:00,0.0,0.0324,0.0,0.623,662.0,115.0,3963.0,4971000000000.0,7.65e-07,Venice_Italy
12.763,45.914,38363.0,2024-11-10 16:10:00,0.0,0.451,0.0,14.109,156.0,105.0,0.0,6052000000000.0,1.369e-06,Venice_Italy
12.737,45.964,38822.0,2024-11-10 16:20:00,0.0,0.1418,0.0,4.436,317.0,122.0,4021.0,4339000000000.0,1.327e-06,Venice_Italy
12.785,45.978,38829.0,2024-11-10 16:20:00,0.0,0.2702,0.0,8.983,236.0,115.0,4017.0,4557000000000.0,1.449e-06,Venice_Italy
12.834,45.992,38835.0,2024-11-10 16:20:00,0.0,0.5809,0.0,18.456,132.0,106.0,0.0,5665000000000.0,1.432e-06,Venice_Italy
12.761,46.029,38816.0,2024-11-10 16:30:00,0.0,0.0494,0.0,0.888,458.0,131.0,3946.0,5462000000000.0,7.21e-07,Venice_Italy
12.808,46.042,38819.0,2024-11-10 16:30:00,0.0,0.0896,0.0,2.645,390.0,124.0,4008.0,4268000000000.0,1.25e-06,Venice_Italy
12.856,46.056,38825.0,2024-11-10 16:30:00,0.0,0.2005,0.0,6.504,288.0,116.0,4008.0,4485000000000.0,1.411e-06,Venice_Italy
12.904,46.07,38832.0,2024-11-10 16:30:00,0.0,0.4098,0.0,13.831,182.0,108.0,4001.0,4739000000000.0,1.521e-06,Venice_Italy
12.952,46.084,38839.0,2024-11-10 16:30:00,0.0,1.4242,0.0,43.028,66.0,99.0,0.0,5900000000000.0,1.526e-06,Venice_Italy
12.879,46.12,38816.0,2024-11-10 16:40:00,0.0,0.0604,0.0,1.641,445.0,125.0,3987.0,4598000000000.0,1.14e-06,Venice_Italy
12.927,46.133,38822.0,2024-11-10 16:40:00,0.0,0.1484,0.0,4.695,345.0,118.0,3998.0,4419000000000.0,1.368e-06,Venice_Italy
12.975,46.147,38829.0,2024-11-10 16:40:00,0.0,0.3157,0.0,10.594,225.0,110.0,3992.0,4670000000000.0,1.497e-06,Venice_Italy
13.023,46.161,38839.0,2024-11-10 16:40:00,0.0,0.9241,0.0,29.007,96.0,101.0,0.0,5816000000000.0,1.499e-06,Venice_Italy
12.951,46.197,38812.0,2024-11-10 16:50:00,0.0,0.0458,0.0,1.147,492.0,127.0,3974.0,4708000000000.0,1.043e-06,Venice_Italy
12.999,46.211,38822.0,2024-11-10 16:50:00,0.0,0.1129,0.0,3.482,400.0,120.0,3984.0,4361000000000.0,1.327e-06,Venice_Italy
13.046,46.225,38829.0,2024-11-10 16:50:00,0.0,0.254,0.0,8.439,266.0,112.0,3967.0,4629000000000.0,1.474e-06,Venice_Italy
13.094,46.239,38835.0,2024-11-10 16:50:00,0.0,0.7015,0.0,22.228,120.0,103.0,0.0,5734000000000.0,1.478e-06,Venice_Italy
13.023,46.275,38812.0,2024-11-10 17:00:00,0.0,0.0422,0.0,0.951,521.0,129.0,3934.0,4930000000000.0,9.36e-07,Venice_Italy
13.07,46.288,38819.0,2024-11-10 17:00:00,0.0,0.0857,0.0,2.54,452.0,122.0,3962.0,4317000000000.0,1.28e-06,Venice_Italy
13.118,46.302,38825.0,2024-11-10 17:00:00,0.0,0.2085,0.0,6.774,308.0,114.0,3940.0,4592000000000.0,1.449e-06,Venice_Italy
13.165,46.316,38835.0,2024-11-10 17:00:00,0.0,0.5728,0.0,17.969,141.0,105.0,0.0,5656000000000.0,1.462e-06,Venice_Italy
13.096,46.352,38809.0,2024-11-10 17:10:00,0.0,0.043,0.0,0.835,531.0,131.0,3891.0,5177000000000.0,8.09e-07,Venice_Italy
13.143,46.366,38816.0,2024-11-10 17:10:00,0.0,0.0654,0.0,1.841,499.0,123.0,3927.0,4291000000000.0,1.228e-06,Venice_Italy
13.19,46.38,38825.0,2024-11-10 17:10:00,0.0,0.1692,0.0,5.328,353.0,115.0,3913.0,4556000000000.0,1.418e-06,Venice_Italy
13.236,46.394,38832.0,2024-11-10 17:10:00,0.0,0.3836,0.0,12.572,203.0,107.0,3887.0,4872000000000.0,1.535e-06,Venice_Italy
13.282,46.408,38842.0,2024-11-10 17:10:00,0.0,2.8719,0.0,72.548,35.0,97.0,0.0,5949000000000.0,1.578e-06,Venice_Italy
13.215,46.443,38816.0,2024-11-10 17:20:00,0.0,0.0519,0.0,1.378,540.0,125.0,3905.0,4403000000000.0,1.17e-06,Venice_Italy
13.262,46.457,38822.0,2024-11-10 17:20:00,0.0,0.1474,0.0,4.51,384.0,117.0,3874.0,4548000000000.0,1.396e-06,Venice_Italy
13.308,46.471,38832.0,2024-11-10 17:20:00,0.0,0.3276,0.0,10.494,233.0,109.0,3846.0,4868000000000.0,1.517e-06,Venice_Italy
13.354,46.486,38839.0,2024-11-10 17:20:00,0.0,1.1862,0.0,34.76,80.0,99.0,0.0,5884000000000.0,1.541e-06,Venice_Italy
13.289,46.519,38816.0,2024-11-10 17:30:00,0.0,0.0527,0.0,1.345,524.0,127.0,3849.0,4712000000000.0,1.141e-06,Venice_Italy
13.335,46.534,38822.0,2024-11-10 17:30:00,0.0,0.1274,0.0,3.776,416.0,119.0,3832.0,4543000000000.0,1.37e-06,Venice_Italy
13.38,46.548,38832.0,2024-11-10 17:30:00,0.0,0.2801,0.0,8.79,264.0,111.0,3802.0,4868000000000.0,1.497e-06,Venice_Italy
13.425,46.563,38839.0,2024-11-10 17:30:00,0.0,0.8455,0.0,25.158,108.0,101.0,0.0,5818000000000.0,1.521e-06,Venice_Italy
13.364,46.595,38819.0,2024-11-10 17:40:00,0.0,0.052,0.0,1.279,507.0,129.0,3793.0,4884000000000.0,1.109e-06,Venice_Italy
13.409,46.61,38825.0,2024-11-10 17:40:00,0.0,0.108,0.0,3.114,450.0,121.0,3786.0,4545000000000.0,1.339e-06,Venice_Italy
13.453,46.625,38832.0,2024-11-10 17:40:00,0.0,0.236,0.0,7.276,301.0,112.0,3757.0,4864000000000.0,1.473e-06,Venice_Italy
13.497,46.64,38839.0,2024-11-10 17:40:00,0.0,0.6672,0.0,19.916,132.0,103.0,0.0,5750000000000.0,1.504e-06,Venice_Italy
13.439,46.671,38822.0,2024-11-10 17:50:00,0.0,0.0479,0.0,1.107,508.0,130.0,3744.0,5089000000000.0,1.042e-06,Venice_Italy
13.483,46.686,38829.0,2024-11-10 17:50:00,0.0,0.0906,0.0,2.543,488.0,123.0,3744.0,4539000000000.0,1.306e-06,Venice_Italy
13.527,46.702,38835.0,2024-11-10 17:50:00,0.0,0.2046,0.0,6.208,334.0,114.0,3714.0,4865000000000.0,1.451e-06,Venice_Italy
13.57,46.717,38839.0,2024-11-10 17:50:00,0.0,0.5634,0.0,16.77,152.0,105.0,0.0,5687000000000.0,1.49e-06,Venice_Italy
13.514,46.747,38829.0,2024-11-10 18:00:00,0.0,0.048,0.0,1.045,500.0,132.0,3689.0,5286000000000.0,9.85e-07,Venice_Italy
13.557,46.762,38832.0,2024-11-10 18:00:00,0.0,0.0728,0.0,1.975,529.0,124.0,3702.0,4534000000000.0,1.262e-06,Venice_Italy
13.6,46.778,38835.0,2024-11-10 18:00:00,0.0,0.1701,0.0,5.053,375.0,116.0,3678.0,4851000000000.0,1.42e-06,Venice_Italy
13.642,46.794,38839.0,2024-11-10 18:00:00,0.0,0.3676,0.0,11.304,223.0,107.0,3648.0,5215000000000.0,1.52e-06,Venice_Italy
13.59,46.822,38832.0,2024-11-10 18:10:00,0.0,0.0343,0.0,0.576,622.0,133.0,3642.0,5025000000000.0,7.45e-07,Venice_Italy
13.684,46.811,38842.0,2024-11-10 18:00:00,0.0,1.9841,0.0,52.329,51.0,97.0,0.0,6013000000000.0,1.582e-06,Venice_Italy
13.632,46.838,38835.0,2024-11-10 18:10:00,0.0,0.0546,0.0,1.382,572.0,126.0,3658.0,4848000000000.0,1.174e-06,Venice_Italy
13.674,46.854,38839.0,2024-11-10 18:10:00,0.0,0.1333,0.0,3.849,431.0,118.0,3637.0,4835000000000.0,1.377e-06,Venice_Italy
13.715,46.871,38842.0,2024-11-10 18:10:00,0.0,0.2892,0.0,8.783,271.0,109.0,3616.0,5187000000000.0,1.493e-06,Venice_Italy
13.756,46.888,38842.0,2024-11-10 18:10:00,0.0,1.0303,0.0,29.611,94.0,99.0,0.0,5938000000000.0,1.551e-06,Venice_Italy
13.707,46.914,38839.0,2024-11-10 18:20:00,0.0,0.0442,0.0,1.05,597.0,128.0,3608.0,5017000000000.0,1.097e-06,Venice_Italy
13.748,46.93,38839.0,2024-11-10 18:20:00,0.0,0.1012,0.0,2.824,494.0,119.0,3604.0,4808000000000.0,1.329e-06,Venice_Italy
13.789,46.947,38842.0,2024-11-10 18:20:00,0.0,0.2313,0.0,6.909,320.0,111.0,3592.0,5150000000000.0,1.464e-06,Venice_Italy
13.829,46.965,38842.0,2024-11-10 18:20:00,0.0,0.7471,0.0,21.746,124.0,101.0,0.0,5859000000000.0,1.527e-06,Venice_Italy
13.782,46.989,38839.0,2024-11-10 18:30:00,0.0,0.0388,0.0,0.849,618.0,129.0,3575.0,5194000000000.0,1.011e-06,Venice_Italy
13.822,47.006,38839.0,2024-11-10 18:30:00,0.0,0.0736,0.0,1.963,559.0,121.0,3583.0,4765000000000.0,1.268e-06,Venice_Italy
13.862,47.023,38842.0,2024-11-10 18:30:00,0.0,0.1824,0.0,5.334,376.0,112.0,3573.0,5100000000000.0,1.43e-06,Venice_Italy
13.901,47.041,38842.0,2024-11-10 18:30:00,0.0,0.5863,0.0,17.073,151.0,103.0,0.0,5775000000000.0,1.504e-06,Venice_Italy
13.857,47.064,38839.0,2024-11-10 18:40:00,0.0,0.0363,0.0,0.699,652.0,131.0,3548.0,5319000000000.0,8.81e-07,Venice_Italy
13.897,47.082,38839.0,2024-11-10 18:40:00,0.0,0.049,0.0,1.23,640.0,123.0,3567.0,4704000000000.0,1.186e-06,Venice_Italy
13.936,47.1,38839.0,2024-11-10 18:40:00,0.0,0.1388,0.0,3.954,442.0,114.0,3558.0,5034000000000.0,1.388e-06,Venice_Italy
13.974,47.118,38842.0,2024-11-10 18:40:00,0.0,0.4754,0.0,13.767,177.0,105.0,0.0,5683000000000.0,1.482e-06,Venice_Italy
13.932,47.139,38835.0,2024-11-10 18:50:00,0.0,0.0305,0.0,0.461,693.0,132.0,3526.0,5414000000000.0,6.82e-07,Venice_Italy
13.971,47.157,38839.0,2024-11-10 18:50:00,0.0,0.0325,0.0,0.747,728.0,124.0,3552.0,4636000000000.0,1.081e-06,Venice_Italy
14.009,47.176,38839.0,2024-11-10 18:50:00,0.0,0.1056,0.0,2.915,510.0,116.0,3546.0,4964000000000.0,1.343e-06,Venice_Italy
14.047,47.194,38842.0,2024-11-10 18:50:00,0.0,0.268,0.0,7.91,297.0,107.0,3547.0,5323000000000.0,1.486e-06,Venice_Italy
14.085,47.213,38842.0,2024-11-10 18:50:00,0.0,1.4435,0.0,38.965,70.0,97.0,0.0,6022000000000.0,1.575e-06,Venice_Italy
14.045,47.233,38835.0,2024-11-10 19:00:00,0.0,0.0293,0.0,0.605,771.0,126.0,3541.0,5011000000000.0,9.69e-07,Venice_Italy
14.083,47.251,38839.0,2024-11-10 19:00:00,0.0,0.0802,0.0,2.137,575.0,118.0,3544.0,4881000000000.0,1.296e-06,Venice_Italy
14.121,47.27,38842.0,2024-11-10 19:00:00,0.0,0.2127,0.0,6.195,352.0,109.0,3543.0,5240000000000.0,1.46e-06,Venice_Italy
14.158,47.289,38842.0,2024-11-10 19:00:00,0.0,0.8516,0.0,24.144,113.0,99.0,0.0,5924000000000.0,1.544e-06,Venice_Italy
14.119,47.308,38835.0,2024-11-10 19:10:00,0.0,0.0288,0.0,0.518,795.0,128.0,3530.0,5161000000000.0,8.32e-07,Venice_Italy
14.157,47.327,38839.0,2024-11-10 19:10:00,0.0,0.0551,0.0,1.397,649.0,120.0,3541.0,4799000000000.0,1.221e-06,Venice_Italy
14.194,47.346,38839.0,2024-11-10 19:10:00,0.0,0.1654,0.0,4.74,413.0,111.0,3545.0,5147000000000.0,1.425e-06,Venice_Italy
14.231,47.366,38842.0,2024-11-10 19:10:00,0.0,0.6314,0.0,18.096,144.0,101.0,0.0,5827000000000.0,1.517e-06,Venice_Italy
14.193,47.384,38832.0,2024-11-10 19:20:00,0.0,0.0212,0.0,0.285,827.0,129.0,3523.0,5295000000000.0,6.1e-07,Venice_Italy
14.23,47.403,38835.0,2024-11-10 19:20:00,0.0,0.0367,0.0,0.868,727.0,121.0,3543.0,4715000000000.0,1.127e-06,Venice_Italy
14.267,47.422,38839.0,2024-11-10 19:20:00,0.0,0.1276,0.0,3.579,477.0,112.0,3548.0,5055000000000.0,1.383e-06,Venice_Italy
14.304,47.442,38842.0,2024-11-10 19:20:00,0.0,0.5053,0.0,14.492,171.0,102.0,0.0,5730000000000.0,1.492e-06,Venice_Italy
14.347,47.498,36798.0,2024-11-10 19:30:00,0.0,0.194,0.0,5.081,232.0,121.0,3256.0,3770000000000.0,1.379e-06,Venice_Italy
14.379,47.517,34744.0,2024-11-10 19:30:00,0.0,0.1538,0.0,2.738,125.0,110.0,0.0,4265000000000.0,9.73e-07,Venice_Italy
2.476,48.941,31732.0,2024-11-10 15:30:00,0.0008,1.1847,-12.078,28.507,100.0,133.0,4740.0,7316000000000.0,1.545e-06,Paris_France
2.492,48.893,31729.0,2024-11-10 15:40:00,0.0006,0.4039,-10.104,10.503,264.0,175.0,4891.0,6699000000000.0,1.529e-06,Paris_France
2.509,48.844,31722.0,2024-11-10 15:50:00,0.0004,0.2149,-9.478,5.514,430.0,210.0,5054.0,6347000000000.0,1.472e-06,Paris_France
2.524,48.796,31713.0,2024-11-10 16:00:00,0.0002,0.1186,-11.783,2.905,613.0,239.0,5229.0,6061000000000.0,1.381e-06,Paris_France
2.538,48.748,31703.0,2024-11-10 16:10:00,0.0,0.0355,0.0,0.699,818.0,266.0,5420.0,5800000000000.0,1.072e-06,Paris_France
2.495,48.981,32205.0,2024-11-10 15:30:00,0.0006,1.3118,-12.61,28.423,98.0,115.0,0.0,12490000000000.0,1.324e-06,Paris_France
2.513,48.934,32201.0,2024-11-10 15:40:00,0.0004,0.6332,-11.313,15.475,219.0,161.0,5032.0,10572000000000.0,1.418e-06,Paris_France
2.53,48.888,32195.0,2024-11-10 15:50:00,0.0003,0.3909,-11.153,10.089,356.0,197.0,5425.0,9536000000000.0,1.473e-06,Paris_France
2.546,48.841,32182.0,2024-11-10 16:00:00,0.0001,0.2706,-14.02,7.218,502.0,227.0,5823.0,8741000000000.0,1.513e-06,Paris_France
2.561,48.794,32169.0,2024-11-10 16:10:00,0.0001,0.1823,0.0,4.833,665.0,254.0,6227.0,8081000000000.0,1.489e-06,Paris_France
2.576,48.748,32156.0,2024-11-10 16:20:00,0.0,0.0936,0.0,2.255,823.0,278.0,6622.0,7538000000000.0,1.322e-06,Paris_France
2.535,48.977,32677.0,2024-11-10 15:40:00,0.0002,0.5448,-11.575,14.635,219.0,142.0,4781.0,7505000000000.0,1.531e-06,Paris_France
2.554,48.934,32667.0,2024-11-10 15:50:00,0.0002,0.2675,-11.035,7.402,399.0,176.0,5158.0,6690000000000.0,1.533e-06,Paris_France
2.574,48.89,32657.0,2024-11-10 16:00:00,0.0001,0.1628,-14.232,4.428,561.0,206.0,5541.0,6126000000000.0,1.486e-06,Paris_France
2.592,48.847,32644.0,2024-11-10 16:10:00,0.0001,0.0754,0.0,1.841,720.0,231.0,5933.0,5661000000000.0,1.301e-06,Paris_France
2.555,49.018,33150.0,2024-11-10 15:40:00,0.0,0.5481,-12.006,14.217,196.0,127.0,4537.0,8036000000000.0,1.428e-06,Paris_France
2.578,48.977,33143.0,2024-11-10 15:50:00,0.0,0.1602,-9.969,3.919,392.0,163.0,4919.0,7090000000000.0,1.276e-06,Paris_France
2.6,48.937,33130.0,2024-11-10 16:00:00,0.0,0.0504,-10.321,0.877,572.0,192.0,5301.0,6474000000000.0,8.67e-07,Paris_France
2.576,49.057,33629.0,2024-11-10 15:40:00,0.0,0.6843,-12.656,17.924,172.0,111.0,4311.0,8568000000000.0,1.441e-06,Paris_France
2.604,49.018,33619.0,2024-11-10 15:50:00,0.0,0.121,-9.197,3.165,671.0,144.0,4667.0,7465000000000.0,1.344e-06,Paris_France
2.632,48.979,33606.0,2024-11-10 16:00:00,0.0,0.0272,-7.48,0.559,1164.0,171.0,5028.0,6813000000000.0,1.018e-06,Paris_France
2.592,49.094,34104.0,2024-11-10 15:40:00,0.0,1.581,-13.436,36.328,77.0,99.0,0.0,11245000000000.0,1.341e-06,Paris_France
2.627,49.057,34094.0,2024-11-10 15:50:00,0.0,0.1959,-11.456,5.34,507.0,132.0,4206.0,7985000000000.0,1.396e-06,Paris_France
2.661,49.02,34078.0,2024-11-10 16:00:00,0.0,0.0336,-9.074,0.761,1263.0,159.0,4250.0,7728000000000.0,1.115e-06,Paris_France
2.645,49.093,34570.0,2024-11-10 15:50:00,0.0,0.2129,-12.05,5.865,430.0,119.0,4164.0,7310000000000.0,1.399e-06,Paris_France
